# Created by ensembl_prep v1.2.0 based on Ensembl release 75 (genome build GRCh37)
ENSG	GENE	ENST
ENSG00000111181	SLC6A12	ENST00000428720
ENSG00000111670	GNPTAB	ENST00000299314
ENSG00000087338	GMCL1	ENST00000282570
ENSG00000160321	ZNF208	ENST00000397126
ENSG00000111674	ENO2	ENST00000535366
ENSG00000112039	FANCE	ENST00000229769
ENSG00000082781	ITGB5	ENST00000296181
ENSG00000111678	C12orf57	ENST00000229281
ENSG00000111679	PTPN6	ENST00000456013
ENSG00000187918	OR51I2	ENST00000341449
ENSG00000211460	TSN	ENST00000389682
ENSG00000135686	KLHL36	ENST00000564996
ENSG00000142484	TM4SF5	ENST00000270560
ENSG00000179873	NLRP11	ENST00000443188
ENSG00000125835	SNRPB	ENST00000438552
ENSG00000112855	HARS2	ENST00000230771
ENSG00000068078	FGFR3	ENST00000340107
ENSG00000152147	GEMIN6	ENST00000281950
ENSG00000263417	GTSCR1	ENST00000582578
ENSG00000169118	CSNK1G1	ENST00000303052
ENSG00000102978	POLR2C	ENST00000219252
ENSG00000102753	KPNA3	ENST00000261667
ENSG00000091138	SLC26A3	ENST00000340010
ENSG00000102974	CTCF	ENST00000264010
ENSG00000178297	TMPRSS9	ENST00000332578
ENSG00000102755	FLT1	ENST00000282397
ENSG00000156650	KAT6B	ENST00000287239
ENSG00000214160	ALG3	ENST00000397676
ENSG00000159131	GART	ENST00000381831
ENSG00000101361	NOP56	ENST00000329276
ENSG00000105996	HOXA2	ENST00000222718
ENSG00000105997	HOXA3	ENST00000396352
ENSG00000109943	CRTAM	ENST00000227348
ENSG00000105991	HOXA1	ENST00000343060
ENSG00000048405	ZNF800	ENST00000393313
ENSG00000092140	G2E3	ENST00000206595
ENSG00000128271	ADORA2A	ENST00000337539
ENSG00000255150	EID3	ENST00000527879
ENSG00000198056	PRIM1	ENST00000338193
ENSG00000123364	HOXC13	ENST00000243056
ENSG00000255154	RPP14	ENST00000528153
ENSG00000091640	SPAG7	ENST00000206020
ENSG00000123360	PDE1B	ENST00000243052
ENSG00000176261	ZBTB8OS	ENST00000468695
ENSG00000229644	NAMPTL	ENST00000543053
ENSG00000167220	HDHD2	ENST00000300605
ENSG00000176269	OR4F21	ENST00000320901
ENSG00000095209	TMEM38B	ENST00000374692
ENSG00000146072	TNFRSF21	ENST00000296861
ENSG00000146070	PLA2G7	ENST00000274793
ENSG00000136881	BAAT	ENST00000259407
ENSG00000129862	VCY1B	ENST00000250823
ENSG00000136883	KIF12	ENST00000374118
ENSG00000132507	EIF5A	ENST00000336452
ENSG00000213931	HBE1	ENST00000380237
ENSG00000170631	ZNF16	ENST00000276816
ENSG00000111412	C12orf49	ENST00000261318
ENSG00000177791	MYOZ1	ENST00000359322
ENSG00000108352	RAPGEFL1	ENST00000436615
ENSG00000099849	RASSF7	ENST00000397583
ENSG00000105197	TIMM50	ENST00000314349
ENSG00000142959	BEST4	ENST00000372207
ENSG00000205330	OR6C1	ENST00000379668
ENSG00000154001	PPP2R5E	ENST00000337537
ENSG00000144504	ANKMY1	ENST00000401804
ENSG00000157551	KCNJ15	ENST00000328656
ENSG00000172568	FNDC9	ENST00000312349
ENSG00000188931	C1orf192	ENST00000367974
ENSG00000244405	ETV5	ENST00000306376
ENSG00000162692	VCAM1	ENST00000294728
ENSG00000241127	YAE1D1	ENST00000223273
ENSG00000162694	EXTL2	ENST00000370114
ENSG00000225556	C2CD4D	ENST00000454109
ENSG00000188937	NYX	ENST00000342595
ENSG00000070785	EIF2B3	ENST00000360403
ENSG00000182379	NXPH4	ENST00000349394
ENSG00000157017	GHRL	ENST00000335542
ENSG00000157014	TATDN2	ENST00000287652
ENSG00000241128	OR14A2	ENST00000366485
ENSG00000132953	XPO4	ENST00000255305
ENSG00000215749	GOLGA6L18	ENST00000559949
ENSG00000078237	C12orf5	ENST00000179259
ENSG00000132950	ZMYM5	ENST00000382905
ENSG00000204695	OR14J1	ENST00000377160
ENSG00000204694	OR11A1	ENST00000377149
ENSG00000146250	PRSS35	ENST00000536636
ENSG00000130382	MLLT1	ENST00000252674
ENSG00000127220	ABHD8	ENST00000247706
ENSG00000067836	ROGDI	ENST00000322048
ENSG00000115604	IL18R1	ENST00000409599
ENSG00000115607	IL18RAP	ENST00000264260
ENSG00000184060	ADAP2	ENST00000330889
ENSG00000115353	TACR1	ENST00000305249
ENSG00000163348	PYGO2	ENST00000368457
ENSG00000115602	IL1RL1	ENST00000233954
ENSG00000163344	PMVK	ENST00000368467
ENSG00000163347	CLDN1	ENST00000295522
ENSG00000163346	PBXIP1	ENST00000368463
ENSG00000168461	RAB31	ENST00000578921
ENSG00000188120	DAZ1	ENST00000405239
ENSG00000129988	LBP	ENST00000217407
ENSG00000187260	WDR86	ENST00000469830
ENSG00000161981	SNRNP25	ENST00000383018
ENSG00000179832	MROH1	ENST00000528919
ENSG00000179833	SERTAD2	ENST00000313349
ENSG00000162438	CTRC	ENST00000375949
ENSG00000187266	EPOR	ENST00000222139
ENSG00000179837	RBM15B	ENST00000323686
ENSG00000182083	OR6B2	ENST00000402971
ENSG00000204246	OR13C3	ENST00000374781
ENSG00000162437	RAVER2	ENST00000371072
ENSG00000162430	SEPN1	ENST00000361547
ENSG00000112379	KIAA1244	ENST00000251691
ENSG00000162344	FGF19	ENST00000294312
ENSG00000162433	AK4	ENST00000395334
ENSG00000118922	KLF12	ENST00000377669
ENSG00000108018	SORCS1	ENST00000344440
ENSG00000241343	RPL36A	ENST00000427805
ENSG00000184949	FAM227A	ENST00000406767
ENSG00000212916	MAP10	ENST00000418460
ENSG00000186792	HYAL3	ENST00000336307
ENSG00000091073	DTX2	ENST00000324432
ENSG00000186790	FOXE3	ENST00000335071
ENSG00000126467	TSKS	ENST00000246801
ENSG00000179348	GATA2	ENST00000341105
ENSG00000088035	ALG6	ENST00000371108
ENSG00000126464	PRR12	ENST00000418929
ENSG00000087074	PPP1R15A	ENST00000200453
ENSG00000177138	FAM9B	ENST00000327220
ENSG00000080200	CRYBG3	ENST00000182096
ENSG00000204619	PPP1R11	ENST00000376772
ENSG00000260259	RP11-368I7.4	ENST00000567544
ENSG00000100412	ACO2	ENST00000216254
ENSG00000161021	MAML1	ENST00000292599
ENSG00000226288	OR52I2	ENST00000312614
ENSG00000096264	NCR2	ENST00000373089
ENSG00000119522	DENND1A	ENST00000373624
ENSG00000119523	ALG2	ENST00000476832
ENSG00000138668	HNRNPD	ENST00000313899
ENSG00000138669	PRKG2	ENST00000395578
ENSG00000137133	HINT2	ENST00000259667
ENSG00000133107	TRPC4	ENST00000379681
ENSG00000133104	SPG20	ENST00000451493
ENSG00000133105	RXFP2	ENST00000298386
ENSG00000167977	KCTD5	ENST00000301738
ENSG00000138663	COPS4	ENST00000264389
ENSG00000138660	AP1AR	ENST00000274000
ENSG00000133101	CCNA1	ENST00000255465
ENSG00000112511	PHF1	ENST00000374516
ENSG00000183647	ZNF530	ENST00000332854
ENSG00000112514	CUTA	ENST00000374500
ENSG00000075275	CELSR1	ENST00000262738
ENSG00000004139	SARM1	ENST00000457710
ENSG00000130487	KLHDC7B	ENST00000395676
ENSG00000054179	ENTPD2	ENST00000355097
ENSG00000147854	UHRF2	ENST00000276893
ENSG00000173960	UBXN2A	ENST00000309033
ENSG00000147852	VLDLR	ENST00000382100
ENSG00000137077	CCL21	ENST00000259607
ENSG00000109072	VTN	ENST00000226218
ENSG00000107821	KAZALD1	ENST00000370200
ENSG00000119725	ZNF410	ENST00000442160
ENSG00000185681	MORN5	ENST00000373764
ENSG00000266958	AC006126.3	ENST00000591569
ENSG00000119408	NEK6	ENST00000373600
ENSG00000185684	EP400NL	ENST00000376625
ENSG00000185686	PRAME	ENST00000543184
ENSG00000101473	ACOT8	ENST00000217455
ENSG00000185689	C6orf201	ENST00000380175
ENSG00000145632	PLK2	ENST00000274289
ENSG00000154277	UCHL1	ENST00000284440
ENSG00000153956	CACNA2D1	ENST00000356860
ENSG00000154274	C4orf19	ENST00000284437
ENSG00000137869	CYP19A1	ENST00000396402
ENSG00000137868	STRA6	ENST00000563965
ENSG00000227488	GAGE12D	ENST00000405679
ENSG00000000971	CFH	ENST00000367429
ENSG00000164972	C9orf24	ENST00000297623
ENSG00000253379	RP11-1102P16.1	ENST00000523987
ENSG00000164970	FAM219A	ENST00000445726
ENSG00000242802	AP5Z1	ENST00000348624
ENSG00000164976	KIAA1161	ENST00000297625
ENSG00000164975	SNAPC3	ENST00000380821
ENSG00000050327	ARHGEF5	ENST00000056217
ENSG00000011347	SYT7	ENST00000540677
ENSG00000196459	TRAPPC2	ENST00000458511
ENSG00000180834	MAP6D1	ENST00000318631
ENSG00000186132	C2orf76	ENST00000409466
ENSG00000061938	TNK2	ENST00000381916
ENSG00000136939	OR1L4	ENST00000259466
ENSG00000165379	LRFN5	ENST00000298119
ENSG00000236624	CCDC163P	ENST00000488405
ENSG00000129028	THAP10	ENST00000249861
ENSG00000236334	PPIAL4G	ENST00000419275
ENSG00000185532	PRKG1	ENST00000373980
ENSG00000145757	SPATA9	ENST00000274432
ENSG00000165370	GPR101	ENST00000298110
ENSG00000085491	SLC25A24	ENST00000565488
ENSG00000165376	CLDN2	ENST00000541806
ENSG00000204880	KRTAP4-8	ENST00000333822
ENSG00000197213	ZSCAN5B	ENST00000586855
ENSG00000153989	NUS1	ENST00000368494
ENSG00000154096	THY1	ENST00000284240
ENSG00000101695	RNF125	ENST00000217740
ENSG00000168439	STIP1	ENST00000358794
ENSG00000183562	AC131971.1	ENST00000332881
ENSG00000030582	GRN	ENST00000053867
ENSG00000183560	FOLR4	ENST00000440961
ENSG00000182718	ANXA2	ENST00000332680
ENSG00000189013	KIR2DL4	ENST00000345540
ENSG00000154099	DNAAF1	ENST00000378553
ENSG00000090659	CD209	ENST00000315599
ENSG00000196436	NPIPB15	ENST00000429990
ENSG00000149654	CDH22	ENST00000372262
ENSG00000076201	PTPN23	ENST00000265562
ENSG00000205250	E2F4	ENST00000379378
ENSG00000116652	DLEU2L	ENST00000371086
ENSG00000116874	WARS2	ENST00000235521
ENSG00000257008	GPR142	ENST00000335666
ENSG00000116871	MAP7D1	ENST00000373151
ENSG00000149300	C11orf52	ENST00000278601
ENSG00000101443	WFDC2	ENST00000372676
ENSG00000161610	HCRT	ENST00000293330
ENSG00000196778	OR52K1	ENST00000307632
ENSG00000179456	ZBTB18	ENST00000358704
ENSG00000171136	RLN3	ENST00000431365
ENSG00000179454	KLHL28	ENST00000396128
ENSG00000179455	MKRN3	ENST00000314520
ENSG00000161618	ALDH16A1	ENST00000293350
ENSG00000130159	ECSIT	ENST00000270517
ENSG00000255713	OR4D2	ENST00000545221
ENSG00000085276	MECOM	ENST00000264674
ENSG00000085274	MYNN	ENST00000349841
ENSG00000006744	ELAC2	ENST00000338034
ENSG00000153982	GDPD1	ENST00000284116
ENSG00000233816	IFNA13	ENST00000449498
ENSG00000184394	OR4N5	ENST00000333629
ENSG00000159086	PAXBP1	ENST00000331923
ENSG00000158270	COLEC12	ENST00000400256
ENSG00000226180	AC010536.1	ENST00000538868
ENSG00000133818	RRAS2	ENST00000256196
ENSG00000197013	ZNF429	ENST00000358491
ENSG00000164399	IL3	ENST00000296870
ENSG00000164398	ACSL6	ENST00000379264
ENSG00000132109	TRIM21	ENST00000254436
ENSG00000133816	MICAL2	ENST00000256194
ENSG00000178078	STAP2	ENST00000600324
ENSG00000164393	GPR111	ENST00000296862
ENSG00000133812	SBF2	ENST00000256190
ENSG00000149308	NPAT	ENST00000278612
ENSG00000156510	HKDC1	ENST00000354624
ENSG00000177989	ODF3B	ENST00000329363
ENSG00000104643	MTMR9	ENST00000221086
ENSG00000156162	DPY19L4	ENST00000414645
ENSG00000164535	DAGLB	ENST00000297056
ENSG00000159110	IFNAR2	ENST00000342136
ENSG00000159445	THEM4	ENST00000368814
ENSG00000104312	RIPK2	ENST00000220751
ENSG00000130520	LSM4	ENST00000593829
ENSG00000181013	C17orf47	ENST00000321691
ENSG00000103343	ZNF174	ENST00000268655
ENSG00000107669	ATE1	ENST00000369043
ENSG00000133275	CSNK1G2	ENST00000255641
ENSG00000041353	RAB27B	ENST00000262094
ENSG00000117298	ECE1	ENST00000374893
ENSG00000105048	TNNT1	ENST00000588981
ENSG00000041357	PSMA4	ENST00000044462
ENSG00000164002	EXO5	ENST00000372703
ENSG00000170689	HOXB9	ENST00000311177
ENSG00000152332	UHMK1	ENST00000489294
ENSG00000121905	HPCA	ENST00000373467
ENSG00000121904	CSMD2	ENST00000373381
ENSG00000139826	ABHD13	ENST00000375898
ENSG00000121900	TMEM54	ENST00000373463
ENSG00000121903	ZSCAN20	ENST00000361328
ENSG00000170683	OR10A3	ENST00000360759
ENSG00000156531	PHF6	ENST00000332070
ENSG00000103460	TOX3	ENST00000219746
ENSG00000108094	CUL2	ENST00000537177
ENSG00000156535	CD109	ENST00000287097
ENSG00000232838	PET117	ENST00000432901
ENSG00000164023	SGMS2	ENST00000394684
ENSG00000164022	AIMP1	ENST00000394701
ENSG00000178055	PRSS42	ENST00000429665
ENSG00000164024	METAP1	ENST00000296411
ENSG00000178057	NDUFAF3	ENST00000326925
ENSG00000198704	GPX6	ENST00000361902
ENSG00000221926	TRIM16	ENST00000578237
ENSG00000155324	GRAMD3	ENST00000513040
ENSG00000033050	ABCF2	ENST00000222388
ENSG00000171621	SPSB1	ENST00000328089
ENSG00000067191	CACNB1	ENST00000394303
ENSG00000149476	DAK	ENST00000394900
ENSG00000197702	PARVA	ENST00000334956
ENSG00000120051	CCDC147	ENST00000369704
ENSG00000120500	ARR3	ENST00000307959
ENSG00000197701	ZNF595	ENST00000526473
ENSG00000120054	CPN1	ENST00000370418
ENSG00000120055	C10orf95	ENST00000239125
ENSG00000197256	KANK2	ENST00000432929
ENSG00000155329	ZCCHC10	ENST00000324170
ENSG00000012660	ELOVL5	ENST00000541407
ENSG00000176076	KCNE1L	ENST00000372101
ENSG00000140948	ZCCHC14	ENST00000268616
ENSG00000123552	USP45	ENST00000327681
ENSG00000037757	MRI1	ENST00000040663
ENSG00000140945	CDH13	ENST00000268613
ENSG00000103168	TAF1C	ENST00000567759
ENSG00000198851	CD3E	ENST00000361763
ENSG00000160870	CYP3A7	ENST00000336374
ENSG00000140943	MBTPS1	ENST00000343411
ENSG00000124003	MOGAT1	ENST00000446656
ENSG00000125734	GPR108	ENST00000264080
ENSG00000204169	AGAP7	ENST00000374095
ENSG00000110448	CD5	ENST00000347785
ENSG00000243444	PALM2	ENST00000314527
ENSG00000125730	C3	ENST00000245907
ENSG00000273045	C2ORF15	ENST00000302513
ENSG00000243449	C4orf48	ENST00000409248
ENSG00000110446	SLC15A3	ENST00000227880
ENSG00000156795	WDYHV1	ENST00000287387
ENSG00000119640	ACYP1	ENST00000238618
ENSG00000110442	COMMD9	ENST00000263401
ENSG00000161542	PRPSAP1	ENST00000446526
ENSG00000143365	RORC	ENST00000318247
ENSG00000143367	TUFT1	ENST00000368849
ENSG00000167085	PHB	ENST00000300408
ENSG00000269783	GOLGA7B	ENST00000596005
ENSG00000143363	PRUNE	ENST00000271620
ENSG00000269781	FLJ20306	ENST00000601673
ENSG00000167613	LAIR1	ENST00000391742
ENSG00000167612	ANKRD33	ENST00000301190
ENSG00000143369	ECM1	ENST00000369049
ENSG00000143368	SF3B4	ENST00000271628
ENSG00000182652	OR4Q3	ENST00000331723
ENSG00000197233	OR1J2	ENST00000335302
ENSG00000171481	OR1L3	ENST00000304820
ENSG00000182054	IDH2	ENST00000330062
ENSG00000171951	SCG2	ENST00000305409
ENSG00000262660	SLC25A10	ENST00000571730
ENSG00000111860	CEP85L	ENST00000368488
ENSG00000111863	ADTRP	ENST00000229583
ENSG00000171954	CYP4F22	ENST00000269703
ENSG00000171489	SPACA5	ENST00000304355
ENSG00000171488	LRRC8C	ENST00000370454
ENSG00000241978	AKAP2	ENST00000555236
ENSG00000256061	DYX1C1	ENST00000321149
ENSG00000256060	TRAPPC2P1	ENST00000596755
ENSG00000169618	PROKR1	ENST00000303786
ENSG00000152229	PSTPIP2	ENST00000409746
ENSG00000198858	R3HDM4	ENST00000361574
ENSG00000168778	TCTN2	ENST00000303372
ENSG00000196547	MAN2A2	ENST00000360468
ENSG00000127241	MASP1	ENST00000296280
ENSG00000183019	C19orf59	ENST00000333598
ENSG00000083845	RPS5	ENST00000596046
ENSG00000169612	FAM103A1	ENST00000304191
ENSG00000083842	ZNF8	ENST00000196548
ENSG00000148143	ZNF462	ENST00000277225
ENSG00000219492	RP11-1396O13.13	ENST00000508324
ENSG00000176058	TPRN	ENST00000409012
ENSG00000096092	TMEM14A	ENST00000211314
ENSG00000096093	EFHC1	ENST00000371068
ENSG00000178460	MCMDC2	ENST00000422365
ENSG00000178462	TUBAL3	ENST00000380419
ENSG00000100558	PLEK2	ENST00000216446
ENSG00000188393	CLEC2A	ENST00000455827
ENSG00000178467	P4HTM	ENST00000343546
ENSG00000154620	TMSB4Y	ENST00000284856
ENSG00000123104	ITPR2	ENST00000381340
ENSG00000197879	MYO1C	ENST00000359786
ENSG00000007168	PAFAH1B1	ENST00000397195
ENSG00000269879	AL353583.1	ENST00000596413
ENSG00000106404	CLDN15	ENST00000401528
ENSG00000175470	PPP2R2D	ENST00000422256
ENSG00000175471	MCTP1	ENST00000515393
ENSG00000197872	FAM49A	ENST00000381323
ENSG00000188394	GPR21	ENST00000373642
ENSG00000171466	ZNF562	ENST00000448622
ENSG00000196247	ZNF107	ENST00000395391
ENSG00000167261	DPEP2	ENST00000412757
ENSG00000174640	SLCO2A1	ENST00000310926
ENSG00000138604	GLCE	ENST00000261858
ENSG00000211584	SLC48A1	ENST00000442218
ENSG00000141837	CACNA1A	ENST00000360228
ENSG00000132199	ENOSF1	ENST00000340116
ENSG00000204165	CXorf65	ENST00000374251
ENSG00000132196	HSD17B7	ENST00000254521
ENSG00000046653	GPM6B	ENST00000316715
ENSG00000122643	NT5C3A	ENST00000242210
ENSG00000119737	GPR75	ENST00000394705
ENSG00000177300	CLDN22	ENST00000323319
ENSG00000177301	KCNA2	ENST00000485317
ENSG00000177302	TOP3A	ENST00000321105
ENSG00000173114	LRRN3	ENST00000451085
ENSG00000078328	RBFOX1	ENST00000311745
ENSG00000143942	CHAC2	ENST00000295304
ENSG00000143947	RPS27A	ENST00000272317
ENSG00000111249	CUX2	ENST00000261726
ENSG00000061656	SPAG4	ENST00000374273
ENSG00000105699	LSR	ENST00000361790
ENSG00000105698	USF2	ENST00000222305
ENSG00000205629	LCMT1	ENST00000399069
ENSG00000111241	FGF6	ENST00000228837
ENSG00000139410	SDSL	ENST00000403593
ENSG00000141522	ARHGDIA	ENST00000269321
ENSG00000111245	MYL2	ENST00000228841
ENSG00000022567	SLC45A4	ENST00000024061
ENSG00000111247	RAD51AP1	ENST00000228843
ENSG00000188038	NRN1L	ENST00000339176
ENSG00000135747	ZNF670	ENST00000366503
ENSG00000135960	EDAR	ENST00000258443
ENSG00000147065	MSN	ENST00000360270
ENSG00000135966	TGFBRAP1	ENST00000393359
ENSG00000135211	TMEM60	ENST00000257663
ENSG00000135740	SLC9A5	ENST00000299798
ENSG00000135213	POM121C	ENST00000453279
ENSG00000135968	GCC2	ENST00000309863
ENSG00000188033	ZNF490	ENST00000311437
ENSG00000135218	CD36	ENST00000435819
ENSG00000123080	CDKN2C	ENST00000262662
ENSG00000135749	PCNXL2	ENST00000258229
ENSG00000125347	IRF1	ENST00000245414
ENSG00000165617	DACT1	ENST00000335867
ENSG00000221886	C5orf54	ENST00000408953
ENSG00000184478	OR56A3	ENST00000329564
ENSG00000132773	TOE1	ENST00000372090
ENSG00000221883	ARIH2OS	ENST00000408959
ENSG00000149571	KIRREL3	ENST00000525144
ENSG00000129596	CDO1	ENST00000250535
ENSG00000250423	KIAA1210	ENST00000402510
ENSG00000129595	EPB41L4A	ENST00000261486
ENSG00000184470	TXNRD2	ENST00000400521
ENSG00000221888	OR1C1	ENST00000408896
ENSG00000187773	FAM69C	ENST00000343998
ENSG00000153012	LGI2	ENST00000382114
ENSG00000163754	GYG1	ENST00000345003
ENSG00000163755	HPS3	ENST00000296051
ENSG00000174111	SOCS7	ENST00000577233
ENSG00000213988	ZNF90	ENST00000418063
ENSG00000163751	CPA3	ENST00000296046
ENSG00000141934	PPAP2C	ENST00000327790
ENSG00000141933	TPGS1	ENST00000359315
ENSG00000213983	AP1G2	ENST00000308724
ENSG00000174469	CNTNAP2	ENST00000361727
ENSG00000172071	EIF2AK3	ENST00000303236
ENSG00000179335	CLK3	ENST00000395066
ENSG00000127252	HRASLS	ENST00000264735
ENSG00000179331	RAB39A	ENST00000320578
ENSG00000181418	DDN	ENST00000421952
ENSG00000172171	TEFM	ENST00000581216
ENSG00000172172	MRPL13	ENST00000306185
ENSG00000197046	SIGLEC15	ENST00000389474
ENSG00000187079	TEAD1	ENST00000361905
ENSG00000172175	MALT1	ENST00000348428
ENSG00000267041	ZNF850	ENST00000591344
ENSG00000241595	KRTAP9-4	ENST00000334109
ENSG00000130701	RBBP8NL	ENST00000252998
ENSG00000175018	TEX36	ENST00000368821
ENSG00000066827	ZFAT	ENST00000377838
ENSG00000114742	WDR48	ENST00000302313
ENSG00000241598	KRTAP5-4	ENST00000399682
ENSG00000114745	GORASP1	ENST00000319283
ENSG00000114744	COMMD2	ENST00000473414
ENSG00000130702	LAMA5	ENST00000252999
ENSG00000064601	CTSA	ENST00000372484
ENSG00000115165	CYTIP	ENST00000264192
ENSG00000175535	PNLIP	ENST00000369221
ENSG00000165915	SLC39A13	ENST00000362021
ENSG00000090006	LTBP4	ENST00000308370
ENSG00000115163	CENPA	ENST00000335756
ENSG00000148377	IDI2	ENST00000277517
ENSG00000205409	OR52E6	ENST00000329322
ENSG00000188242	CTD-2228K2.5	ENST00000342584
ENSG00000205403	CFI	ENST00000394634
ENSG00000176349	AC110781.3	ENST00000402221
ENSG00000095015	MAP3K1	ENST00000399503
ENSG00000214402	LCNL1	ENST00000408973
ENSG00000163013	FBXO41	ENST00000521871
ENSG00000179615	OR2AP1	ENST00000321688
ENSG00000103978	TMEM87A	ENST00000389834
ENSG00000188716	DUPD1	ENST00000338487
ENSG00000160352	ZNF714	ENST00000596143
ENSG00000112742	TTK	ENST00000369798
ENSG00000095713	CRTAC1	ENST00000370597
ENSG00000131042	LILRB2	ENST00000391749
ENSG00000258474	RP11-187E13.1	ENST00000553330
ENSG00000187848	P2RX2	ENST00000343948
ENSG00000152944	MED21	ENST00000282892
ENSG00000110011	DNAJC4	ENST00000321685
ENSG00000152942	RAD17	ENST00000509734
ENSG00000171773	NXNL1	ENST00000301944
ENSG00000134014	ELP3	ENST00000256398
ENSG00000172288	CDY1	ENST00000306609
ENSG00000163012	ZSWIM2	ENST00000295131
ENSG00000152495	CAMK4	ENST00000282356
ENSG00000133704	IPO8	ENST00000256079
ENSG00000096746	HNRNPH3	ENST00000265866
ENSG00000060566	CREB3L3	ENST00000078445
ENSG00000176293	ZNF135	ENST00000401053
ENSG00000158636	C11orf30	ENST00000529032
ENSG00000198546	ZNF511	ENST00000361518
ENSG00000101868	POLA1	ENST00000379059
ENSG00000158639	PAGE5	ENST00000289619
ENSG00000158186	MRAS	ENST00000289104
ENSG00000138433	CIR1	ENST00000342016
ENSG00000067221	STOML1	ENST00000316900
ENSG00000138430	OLA1	ENST00000284719
ENSG00000134545	KLRC1	ENST00000544822
ENSG00000138435	CHRNA1	ENST00000261007
ENSG00000060656	PTPRU	ENST00000345512
ENSG00000128645	HOXD1	ENST00000331462
ENSG00000172795	DCP2	ENST00000389063
ENSG00000138439	FAM117B	ENST00000392238
ENSG00000143344	RGL1	ENST00000304685
ENSG00000128641	MYO1B	ENST00000392318
ENSG00000034053	APBA2	ENST00000558402
ENSG00000144713	RPL32	ENST00000429711
ENSG00000144712	CAND2	ENST00000456430
ENSG00000159322	ADPGK	ENST00000311669
ENSG00000166707	ZCCHC18	ENST00000537356
ENSG00000166704	ZNF606	ENST00000341164
ENSG00000070193	FGF10	ENST00000264664
ENSG00000070190	DAPP1	ENST00000512369
ENSG00000198934	MAGEE1	ENST00000361470
ENSG00000187151	ANGPTL5	ENST00000334289
ENSG00000130876	SLC7A10	ENST00000253188
ENSG00000244617	ASPRV1	ENST00000320256
ENSG00000182149	IST1	ENST00000535424
ENSG00000173227	SYT12	ENST00000393946
ENSG00000173226	IQCB1	ENST00000310864
ENSG00000186306	OR10T2	ENST00000334438
ENSG00000122756	CNTFR	ENST00000378980
ENSG00000126070	AGO3	ENST00000373191
ENSG00000173221	GLRX	ENST00000379979
ENSG00000140522	RLBP1	ENST00000268125
ENSG00000170054	SERPINA9	ENST00000337425
ENSG00000164619	BMPER	ENST00000297161
ENSG00000173559	NABP1	ENST00000425611
ENSG00000134046	MBD2	ENST00000256429
ENSG00000167674	HDGFRP2	ENST00000301284
ENSG00000174796	THAP6	ENST00000311638
ENSG00000120645	IQSEC3	ENST00000538872
ENSG00000121594	CD80	ENST00000264246
ENSG00000196427	NBPF4	ENST00000415641
ENSG00000196420	S100A5	ENST00000368718
ENSG00000174021	GNG5	ENST00000370641
ENSG00000158987	RAPGEF6	ENST00000296859
ENSG00000253368	TRNP1	ENST00000522111
ENSG00000137473	TTC29	ENST00000325106
ENSG00000184814	PRR23B	ENST00000329447
ENSG00000158458	NRG2	ENST00000361474
ENSG00000196428	TSC22D2	ENST00000361875
ENSG00000137474	MYO7A	ENST00000409709
ENSG00000174799	CEP135	ENST00000257287
ENSG00000242612	DECR2	ENST00000219481
ENSG00000171133	OR2K2	ENST00000302681
ENSG00000168813	ZNF507	ENST00000311921
ENSG00000105655	ISYNA1	ENST00000338128
ENSG00000242616	GNG10	ENST00000374293
ENSG00000181826	RELL1	ENST00000454158
ENSG00000164707	SLC13A4	ENST00000354042
ENSG00000164708	PGAM2	ENST00000297283
